2022-11-10 18:22:58.143902  13  8  14  27
2022-11-11 18:29:42.352762  14  3  31  10
2022-11-13 18:29:42.352762  15  3  31  10
2022-11-14 18:29:42.352762  16  3  31  10
2022-11-15 18:55:52.433308  17  2  0  4
2022-11-16 18:56:19.599579  20  3  1  10
2022-11-16 18:57:19.965800  21  5  14  22
2022-11-16 18:21:53.628507  22  6  20  28
2022-11-16 18:22:58.143902  23  8  14  27
2022-11-16 18:29:42.352762  26  3  31  10
2022-11-17 18:55:52.433308  26  2  0  4
2022-11-17 18:56:19.599579  26  3  1  10
2022-11-18 18:57:19.965800  26  5  14  22
2022-11-18 18:58:52.865773  26  2  3  6
2022-11-19 18:29:42.352762  26  3  31  10
2022-11-19 18:55:52.433308  26  2  0  4
2022-11-19 18:56:19.599579  26  3  1  10
2022-11-20 18:57:19.965800  26  5  14  22
2022-11-21 18:58:52.865773  26  2  3  6
2022-11-23 13:56:47.320170  29  7  10  23
2022-11-24 13:56:47.320170  29  7  10  23
2022-11-25 13:56:47.320170  29  7  10  23
2022-11-26 13:56:47.320170  29  7  10  23
2022-11-29 18:32:22.533455  29  7  25  30
2022-11-29 18:34:08.497880  29  11  9  50
2022-11-29 18:34:29.080181  29  11  9  70
2022-11-29 18:37:01.159966  29  8  7  31
2022-11-29 18:38:55.025275  29  6  8  17
2022-12-05 11:37:25.567965  5  10  26  40
2022-12-05 11:37:46.335540  5  10  26  61
2022-12-05 11:38:59.651679  5  5  6  16
2022-12-06 13:19:12.027113  6  19  21  66
2022-12-06 13:21:45.125104  6  16  13  46
2022-12-06 13:23:57.089251  6  14  23  56
2022-12-06 13:27:17.868982  6  1  0  3
2022-12-06 13:31:03.733268  6  8  17  98
2022-12-10 18:18:26.696003  10  4  0  11
2022-12-10 18:20:07.179865  10  5  10  13
2022-12-11 22:15:20.733761  11  3  24  10
2022-12-11 22:39:12.708565  11  3  12  13
2022-12-12 10:48:56.232553  12  2  11  8
2022-12-12 10:51:33.780228  12  2  33  8
2022-12-12 10:58:30.191225  12  4  23  16
2022-12-12 11:23:56.934922  12  5  11  13
2022-12-12 11:49:09.950867  12  6  5  17
2022-12-12 11:49:36.184270  12  1  4  3
