2022-12-12 11:52:55.316144  12  4  7  10
2022-12-12 11:54:55.015405  12  1  11  4
2022-12-12 11:56:37.565008  12  1  3  37
2022-12-12 12:00:38.811979  12  2  2  3
2022-12-12 12:16:32.208172  12  1  20  4
2022-12-12 12:20:36.956346  12  6  7  24
2022-12-12 12:47:20.139373  12  2  5  36
2022-12-12 12:48:47.521146  12  1  4  9
2022-12-12 12:50:35.504206  12  1  0  1
2022-12-12 13:02:25.414131  12  2  2  8
2022-12-12 13:11:24.623548  12  3  4  10
2022-12-12 13:12:00.023203  12  1  1  3
2022-12-12 13:13:52.982554  12  3  9  8
2022-12-12 13:14:11.866615  12  3  4  11
2022-12-12 13:19:11.548196  12  1  1  4
2022-12-12 16:23:21.128961  12  1  0  1
2022-12-12 16:24:29.626645  12  1  0  0
2022-12-12 16:31:03.161610  12  1  0  1
2022-12-12 16:33:05.395309  12  1  0  1
2022-12-12 16:36:27.145980  12  1  0  2
2022-12-12 16:37:39.263633  12  4  9  14
2022-12-12 16:53:08.583443  12  1  0  2
2022-12-12 16:59:48.517994  12  1  0  1
2022-12-12 17:20:50.637711  12  1  0  1
2022-12-13 09:15:00.920127  13  1  0  4
2022-12-13 09:18:36.048897  13  1  0  8
2022-12-13 09:19:21.981184  13  1  0  6
2022-12-13 09:22:16.093834  13  1  0  2
2022-12-13 09:22:29.910416  13  1  0  1
2022-12-13 09:23:44.058717  13  1  0  3
2022-12-13 09:24:08.408009  13  1  0  1
2022-12-13 09:27:21.870003  13  1  0  1
2022-12-13 09:28:43.551434  13  1  0  1
2022-12-13 09:29:44.834144  13  1  0  2
2022-12-13 09:30:36.765657  13  1  0  1
2022-12-13 09:32:36.279771  13  1  0  14
2022-12-13 09:38:39.190634  13  1  0  0
2022-12-13 09:41:15.737151  13  1  0  1
2022-12-13 09:41:40.952858  13  1  0  1
2022-12-13 09:43:08.934759  13  1  0  1
2022-12-13 09:45:45.214111  13  15  31  59
2022-12-13 09:49:44.532641  13  1  0  8
2022-12-13 10:37:53.809728  13  25  46  70
2022-12-13 10:41:56.176198  13  13  57  60
2022-12-13 10:48:35.598514  13  10  15  40
2022-12-13 11:12:51.528266  13  1  0  1
2022-12-13 13:30:52.385383  13  1  0  1
2022-12-13 13:32:11.750483  13  1  0  9
2022-12-13 13:41:34.548466  13  4  14  73
2022-12-13 18:18:44.281337  13  2  9  8
2022-12-13 18:23:53.878535  13  4  13  18
2022-12-13 20:09:57.324896  13  3  6  9
2022-12-13 20:35:43.544073  13  1  0  1
2022-12-14 11:32:29.291042  14  3  14  10
2022-12-15 11:59:58.402777  14  4  5  19
2022-12-16 12:00:31.568891  14  2  8  11
2022-12-17 12:00:31.568891  14  2  8  11
2022-12-18 12:00:31.568891  14  2  8  11
2022-12-18 12:00:31.568891  14  2  8  11
2022-12-18 12:00:31.568891  14  2  8  11
2022-12-20 13:00:40.435211  20  1  0  0
2022-12-20 13:00:48.868841  20  1  0  1
2022-12-20 13:04:01.068937  20  6  17  23
2022-12-20 13:16:16.313348  20  1  1  4
2022-12-20 14:52:02.383430  20  1  0  1
2022-12-20 16:24:22.660177  20  1  0  0
2022-12-20 17:10:29.036582  20  1  0  6
2023-01-02 01:24:00.028958  2  11  9  35
2023-01-02 01:39:45.573771  2  8  9  24
2023-01-02 02:05:05.190204  2  8  7  27
2023-01-02 11:27:39.656070  2  30  37  103
2023-01-02 11:27:58.938745  2  1  0  2
2023-01-02 11:33:33.182975  2  1  0  4
2023-01-02 11:38:56.860033  2  1  0  3
2023-01-02 11:39:49.259736  2  1  0  2
2023-01-02 11:42:31.956070  2  1  0  2
2023-01-02 11:46:06.384456  2  1  0  1
2023-01-02 11:46:18.917347  2  1  0  0
2023-01-02 15:00:59.470488  2  1  0  1
2023-01-02 15:30:16.187803  2  1  0  9
2023-01-02 15:31:32.386463  2  1  0  1
2023-01-02 15:31:46.886275  2  1  0  1
2023-01-02 15:31:48.251668  2  1  0  0
2023-01-02 16:07:11.857180  2  1  0  0
2023-01-02 17:54:36.582606  2  15  2  19
2023-01-02 18:03:35.354415  2  23  3  27
2023-01-02 18:13:55.894261  2  14  1  17
2023-01-02 18:18:24.654860  2  18  2  23
2023-01-02 18:23:06.083109  2  40  10  62
2023-01-04 16:56:32.979792  4  6  19  36
2023-01-10 12:09:05.344478  10  1  0  0
2023-01-10 12:09:58.908726  10  1  0  34
2023-01-10 12:16:40.751034  10  1  0  1
2023-01-10 13:02:01.005339  10  18  6  28
2023-01-10 13:25:07.626796  10  5  0  7
2023-01-12 12:08:37.041987  12  22  4  24
2023-01-12 12:12:55.305855  12  15  8  16
2023-01-12 12:13:32.755642  12  3  0  3
2023-01-13 22:47:57.930557  13  23  2  28
2023-01-13 22:48:22.796627  13  24  1  23
2023-01-13 22:48:44.296160  13  16  7  20
2023-01-13 22:49:30.545029  13  29  5  45
2023-01-13 22:50:27.377352  13  36  10  55
2023-01-13 22:53:00.657301  13  54  45  140
2023-01-17 09:30:34.756092  17  12  0  15
2023-01-17 13:25:06.671534  17  7  0  9
2023-01-17 13:26:21.919952  17  30  29  54
2023-01-23 13:37:17.806641  23  1  0  0
2023-01-23 13:37:21.472626  23  1  0  0
2023-01-24 09:35:17.790106  24  3  6  11
2023-01-26 14:14:34.403569  26  16  24  39
2023-01-30 14:08:37.287447  30  3  0  1
2023-02-04 14:39:02.547536  4  12  2  28
2023-02-04 14:39:41.596129  4  27  9  37
2023-02-04 14:55:52.173175  4  79  43  257
